Confirmed, Key, LangType, KOR, CN, JAP, KOR_Service, No KOR
,"29020","JAP","확정을 클릭하여 교환이 진행되는 것을 확인합니다.","点击确定，确认进行更换。","点击确定，确认进行更换。","点击确定，确认进行更换。",O
,"29021","JAP","이렇게 해서 판매기의 교체가 완료되었다.\n이후 다른 구역의 인테리어를 스스로 조정해 보시기 바랍니다.","这样，售货机的更换就完成了，\n之后请您尝试自行调整其它区域的装修。","这样，售货机的更换就完成了，\n之后请您尝试自行调整其它区域的装修。","这样，售货机的更换就完成了，\n之后请您尝试自行调整其它区域的装修。",O
,"30001","JAP","지휘관, 보급함도 이미 준비되어 있다.\n해당 기능에 대해 제가 안내해 드릴까요?","指挥官，补给舰也已经准备就绪，\n需要我带您了解一下相关功能吗？","指挥官，补给舰也已经准备就绪，\n需要我带您了解一下相关功能吗？","指挥官，补给舰也已经准备就绪，\n需要我带您了解一下相关功能吗？",O
,"30002","JAP","여기를 클릭해서 보급함으로 들어가세요.","请点击这里进入补给舰","请点击这里进入补给舰","请点击这里进入补给舰",O
,"30003","JAP","보급함에서는 지속적으로 자원을 생산할 것이다.\n환전한 가상화폐를 전 세계적으로 유통 가능한 실물 자금으로 바꿔 저장한다.","补给舰中会持续生产资源，\n并将兑换的虚拟货币变换为可全世界流通的实体资金储存。","补给舰中会持续生产资源，\n并将兑换的虚拟货币变换为可全世界流通的实体资金储存。","补给舰中会持续生产资源，\n并将兑换的虚拟货币变换为可全世界流通的实体资金储存。",O
,"30004","JAP","보급함의 작동상황은 여기에 전시된다.\n언제든지 확인하실 수 있습니다","补给舰的运转情况会展示在这里，\n您可以随时确认","补给舰的运转情况会展示在这里，\n您可以随时确认","补给舰的运转情况会展示在这里，\n您可以随时确认",O
,"30005","JAP","보급함에 축적된 자금에는 상한선이 있다.\n상한선에 도달하기 전에, 즉시 수령하십시오.","补给舰中积累的资金有上限，\n请在到达上限前，及时领取出来","补给舰中积累的资金有上限，\n请在到达上限前，及时领取出来","补给舰中积累的资金有上限，\n请在到达上限前，及时领取出来",O
,"30006","JAP","보급함의 업그레이드를 통해 보급할 수 있습니다.\n자금의 취득속도와 상한선을 높이다.","您可以通过升级补给舰，\n提升资金的获取速度与上限","您可以通过升级补给舰，\n提升资金的获取速度与上限","您可以通过升级补给舰，\n提升资金的获取速度与上限",O
,"30007","JAP","지휘관님, 그 다음 시간에 맞춰 자원 받는 거 잊지 마세요.","指挥官，之后别忘了按时收取资源啊！","指挥官，之后别忘了按时收取资源啊！","指挥官，之后别忘了按时收取资源啊！",O
,"31001","JAP","지휘관, 함대 계통의 군비함은 이미 준비가 끝났다.\n우리 가보자!","指挥官，舰队系统的军备舰已经准备就绪，\n我们去看看吧！","指挥官，舰队系统的军备舰已经准备就绪，\n我们去看看吧！","指挥官，舰队系统的军备舰已经准备就绪，\n我们去看看吧！",O
,"31002","JAP","군비함은 여기를 클릭해서 들어오세요.","军备舰请点击这里进入。","军备舰请点击这里进入。","军备舰请点击这里进入。",O
,"31003","JAP","군비함에서는 캣볼을 지속적으로 조립해 창고에 저장한다.","军备舰中会持续组装猫球，并储存在仓库中。","军备舰中会持续组装猫球，并储存在仓库中。","军备舰中会持续组装猫球，并储存在仓库中。",O
,"31004","JAP","군비함의 작동 상황은 이곳으로 전시돼 있어 언제든 확인할 수 있다.","军备舰的运转情况会展示在这里，您可以随时确认。","军备舰的运转情况会展示在这里，您可以随时确认。","军备舰的运转情况会展示在这里，您可以随时确认。",O
,"31005","JAP","군비함에 저장할 수 있는 캣볼의 수량에는 상한선이 있다.\n상한선에 도달하기 전에 즉시 수령해 주세요.","军备舰中能储存的猫球数量有上限，\n请在到达上限前，及时领取出来。","军备舰中能储存的猫球数量有上限，\n请在到达上限前，及时领取出来。","军备舰中能储存的猫球数量有上限，\n请在到达上限前，及时领取出来。",O
,"31006","JAP","군비함의 업그레이드를 통해 캣볼의 생산속도와 상한선을 높일 수 있다.","您可以通过升级军备舰，提升猫球的生产速度与上限。","您可以通过升级军备舰，提升猫球的生产速度与上限。","您可以通过升级军备舰，提升猫球的生产速度与上限。",O
,"31007","JAP","지휘관님, 그 다음 시간에 맞춰 자원 받는 거 잊지 마세요.","指挥官，之后别忘了按时收取资源啊！","指挥官，之后别忘了按时收取资源啊！","指挥官，之后别忘了按时收取资源啊！",O
,"32001","JAP","우두머리와 맞닥뜨리다\n그것들은 일반적인 엘리트 괴뢰들보다 더욱 강대하고, 면역기능 부가효과도 있다.","指挥官，前方遭遇敌方头目，\n它们比一般的精英傀儡更加强大，并且可以免疫技能附加效果","指挥官，前方遭遇敌方头目，\n它们比一般的精英傀儡更加强大，并且可以免疫技能附加效果","指挥官，前方遭遇敌方头目，\n它们比一般的精英傀儡更加强大，并且可以免疫技能附加效果",O
,"32002","JAP","두목의 기능을 주목해야 하는 것 외에는\n당신은 두목의 핏대를 클릭하여, 이 두목의 면역 효과를 볼 수 있습니다.","除了需要关注头目的技能外，\n您可以点击头目的血条，查看该头目的免疫效果","除了需要关注头目的技能外，\n您可以点击头目的血条，查看该头目的免疫效果","除了需要关注头目的技能外，\n您可以点击头目的血条，查看该头目的免疫效果",O
,"32003","JAP","여기에는 두목의 모든 면역효과가 보여집니다.\n그 이후의 전투는 두목의 면역효과에 유의하여 공략방식을 합리적으로 계획하라.","这里会展示头目所有的免疫效果，\n之后的战斗请注意头目的免疫效果，合理规划攻略方式。","这里会展示头目所有的免疫效果，\n之后的战斗请注意头目的免疫效果，合理规划攻略方式。","这里会展示头目所有的免疫效果，\n之后的战斗请注意头目的免疫效果，合理规划攻略方式。",O
,"32004","JAP","그러면 전투를 지휘해 주세요!","那么请开始指挥战斗吧！","那么请开始指挥战斗吧！","那么请开始指挥战斗吧！",O
,"33001","JAP","지휘관, 지원소대가 도착했습니다.\n지금 당신의 부서를 기다리고 있으니 저를 따라오십시오.","指挥官，支援小队已经到达，\n正在等待您的部署，请随我来。","指挥官，支援小队已经到达，\n正在等待您的部署，请随我来。","指挥官，支援小队已经到达，\n正在等待您的部署，请随我来。",O
,"33002","JAP","지원 설정을 통해 전술 지원을 설정할 수 있습니다.","您可以通过支援配置，设置战术支援","您可以通过支援配置，设置战术支援","您可以通过支援配置，设置战术支援",O
,"33003","JAP","각 팀마다 세 가지 전술 지원을 배치할 수 있다.\n그들은 각각 포격 지원, 공중 지원, 설비 배치이다.","每个队伍可以配置三种战术支援，\n他们分别是炮击支援、空中支援、设备部署","每个队伍可以配置三种战术支援，\n他们分别是炮击支援、空中支援、设备部署","每个队伍可以配置三种战术支援，\n他们分别是炮击支援、空中支援、设备部署",O
,"33004","JAP","포격지원지령은 후방에 배치된 지원전희를 명령한다.\n즉각 전장에 대한 효과가 각기 다른 포격 지원.","炮击支援指令会命令后方部署的支援战姬\n即刻对战场发动效果各异的炮击支援","炮击支援指令会命令后方部署的支援战姬\n即刻对战场发动效果各异的炮击支援","炮击支援指令会命令后方部署的支援战姬\n即刻对战场发动效果各异的炮击支援",O
,"33005","JAP","공중지원지령회는 지원전희를 전쟁터 상공으로 진입시켜 일정 기간 머물도록 명령했다.\n우리측 전희에게 수 라운드의 화력 지원과 공격 증대 효과를 제공하다.","空中支援指令会命令支援战姬进入战场上空并悬停一段时间，\n为我方战姬提供数回合的火力支援和攻击增益效果","空中支援指令会命令支援战姬进入战场上空并悬停一段时间，\n为我方战姬提供数回合的火力支援和攻击增益效果","空中支援指令会命令支援战姬进入战场上空并悬停一段时间，\n为我方战姬提供数回合的火力支援和攻击增益效果",O
,"33006","JAP","설비 배치 지령은 모함에게 지원 설비를 투하하도록 명령한다.\n적의 화력을 끌어들이거나 우리측 전희에게 몇 라운드의 방어 효과를 제공할 수 있다.","设备部署指令会命令母舰投下支援设备，\n能吸引敌方火力或者为我方战姬提供数回合的防御增益效果","设备部署指令会命令母舰投下支援设备，\n能吸引敌方火力或者为我方战姬提供数回合的防御增益效果","设备部署指令会命令母舰投下支援设备，\n能吸引敌方火力或者为我方战姬提供数回合的防御增益效果",O
,"33007","JAP","이제 공중 지원 지령에 사용할 지원 전희를 먼저 배치하라.","现在，请先部署空中支援指令使用的支援战姬","现在，请先部署空中支援指令使用的支援战姬","现在，请先部署空中支援指令使用的支援战姬",O
,"33008","JAP","라일라는 공격력과 폭격률을 높이는 효과를 제공한다.\n그녀를 공중 지원란에 배치하세요.","蕾拉可以为我方提供攻击力和暴击率提升的增益效果，\n请把她配置到空中支援栏中","蕾拉可以为我方提供攻击力和暴击率提升的增益效果，\n请把她配置到空中支援栏中","蕾拉可以为我方提供攻击力和暴击率提升的增益效果，\n请把她配置到空中支援栏中",O
,"33009","JAP","공중지원 설치 완료,\n다음은 포격지원과 설비배치를 알아서 해 주세요.","空中支援设置完毕，\n接下来请您自行设置炮击支援和设备部署吧。","空中支援设置完毕，\n接下来请您自行设置炮击支援和设备部署吧。","空中支援设置完毕，\n接下来请您自行设置炮击支援和设备部署吧。",O
,"34001","JAP","지휘관, 전술지원 시스템은 이미 전투에서 사용할 수 있으니 한번 해보세요.","指挥官，战术支援系统已经可以在战斗中使用，请试试看吧","指挥官，战术支援系统已经可以在战斗中使用，请试试看吧","指挥官，战术支援系统已经可以在战斗中使用，请试试看吧",O
,"34002","JAP","먼저 컨트롤 패널을 열어주세요.","首先，请打开操控面板。","首先，请打开操控面板。","首先，请打开操控面板。",O
,"34003","JAP","매번 지원 호출에 “전술 포인트”가 소모해야 한다.\n우리 측은 움직일 때마다 일정한 '전술 포인트'를 쌓을 수 있다.","每次呼叫支援需要消耗“战术点”，\n我方每次行动时可以积攒一定“战术点”","每次呼叫支援需要消耗“战术点”，\n我方每次行动时可以积攒一定“战术点”","每次呼叫支援需要消耗“战术点”，\n我方每次行动时可以积攒一定“战术点”",O
,"34004","JAP","현재 “전술 포인트”는 이미 최대치에 이르렀다.\n호출지원 전투에 가세하라!","当前“战术点”已达最大值，\n呼叫支援加入战斗吧！","当前“战术点”已达最大值，\n呼叫支援加入战斗吧！","当前“战术点”已达最大值，\n呼叫支援加入战斗吧！",O
,"35001","JAP","지휘관님, 우리는 대량의 자원이 모여 있는 것을 감지했습니다.\n제가 한 번 살펴보겠습니다!","指挥官，我们检测到有大量资源聚集，\n请随我来查看一下！","指挥官，我们检测到有大量资源聚集，\n请随我来查看一下！","指挥官，我们检测到有大量资源聚集，\n请随我来查看一下！",O
,"35002","JAP","이러한 자원 집합지는 “자원 획득” 패널에 있다.","这些资源聚集地就在“资源获取”面板中","这些资源聚集地就在“资源获取”面板中","这些资源聚集地就在“资源获取”面板中",O
,"35003","JAP","캣볼이 많이 움직이는 것을 감지했습니다.\n우리는 포획을 시도할 수 있다!","此处检测到有大量猫球活动，\n我们可以尝试进行捕获！","此处检测到有大量猫球活动，\n我们可以尝试进行捕获！","此处检测到有大量猫球活动，\n我们可以尝试进行捕获！",O
,"35004","JAP","여기에 도전할 수 있는 상금 과업이 있다.\n통관 장려금 임무는 자금을 얻을 수 있다.","此处有可以挑战的赏金任务，\n通关赏金任务可以获得资金","此处有可以挑战的赏金任务，\n通关赏金任务可以获得资金","此处有可以挑战的赏金任务，\n通关赏金任务可以获得资金",O
,"35005","JAP","이 몇 가지 자원은 아군의 전력 향상에 없어서는 안 될 자원이다.\n지휘관은 매일 한 번씩 수사하러 가는 것을 기억한다.","此处有可以挑战的赏金任务，\n通关赏金任务可以获得资金","这几种资源是我军提升战力不可或缺的资源，\n指挥官记得每天都要前去搜查一番!","此处有可以挑战的赏金任务，\n通关赏金任务可以获得资金",O
,"35006","CN","이 몇 가지 자원은 아군의 전력 향상에 없어서는 안 될 자원이다.\n지휘관은 매일 한 번씩 수사하러 가는 것을 기억한다.","这几种资源是我军提升战力不可或缺的资源，\n指挥官记得每天都要前去搜查一番!",,"这几种资源是我军提升战力不可或缺的资源，\n指挥官记得每天都要前去搜查一番!",O
,"36001","JAP","지휘관,정보에 의하면 오염된 지역에서 많은 수의 우군이 고립되고 이성을 잃었다고 한다.\n당신이 처리해 주셔야 합니다.","指挥官，情报显示，有大量友军在被污染的区域受困并失去理智，\n需要您去处理。","指挥官，情报显示，有大量友军在被污染的区域受困并失去理智，\n需要您去处理。","指挥官，情报显示，有大量友军在被污染的区域受困并失去理智，\n需要您去处理。",O
,"36002","JAP","여기를 클릭하여 이화항로구역으로 들어가십시오.","请点击这里进入异化航点区域。","请点击这里进入异化航点区域。","请点击这里进入异化航点区域。",O
,"36003","JAP","이성을 잃은 5명의 우군이 있습니다.\n이들을 모두 격파한 뒤 다음 항로로 이동할 수 있다.","您需要以航点为单位执行任务，每个航点中有5支失去理智的友军，\n将她们全部击败后，即可前往下一个航点。","您需要以航点为单位执行任务，每个航点中有5支失去理智的友军，\n将她们全部击败后，即可前往下一个航点。","您需要以航点为单位执行任务，每个航点中有5支失去理智的友军，\n将她们全部击败后，即可前往下一个航点。",O
,"36004","JAP","이 구역은 현재 두 부분으로 나뉜다.\n제1부는 선발 부대가 이미 정찰한 10개의 고정 항로이다.\n두 번째 부분은 당신이 스스로 탐색해야 하는 5개의 미지의 운항 노선입니다.","该区域目前分为两个部分，\n第一部分是先遣部队已经侦查过的10个固定航点，\n第二部分是需要您自主探索的5个未知航点","该区域目前分为两个部分，\n第一部分是先遣部队已经侦查过的10个固定航点，\n第二部分是需要您自主探索的5个未知航点","该区域目前分为两个部分，\n第一部分是先遣部队已经侦查过的10个固定航点，\n第二部分是需要您自主探索的5个未知航点",O
,"36005","JAP","이 지역의 오염으로 인해\n각각의 관문은 이화 인자의 영향을 받아 특별한 전투 효과를 낸다.\n서로 다른 이화 요소에 맞춰 대열을 조정하고 더 효과적으로 싸워야 합니다.","由于该区域的污染，\n各个关卡会受到异化因子的影响，产生特殊的战斗效果，\n您需要针对不同的异化因子调整队伍，更有效地进行战斗。","由于该区域的污染，\n各个关卡会受到异化因子的影响，产生特殊的战斗效果，\n您需要针对不同的异化因子调整队伍，更有效地进行战斗。","由于该区域的污染，\n各个关卡会受到异化因子的影响，产生特殊的战斗效果，\n您需要针对不同的异化因子调整队伍，更有效地进行战斗。",O
,"36006","JAP","그리고 7일마다 우리는 다시 각 항로구역을 정리해야 합니다.\n지역마다 이화인자도 다를 수 있다.","另外，每7天我们就需要重新清理各个航点区域，\n每个区域的异化因子也会有所不同。","另外，每7天我们就需要重新清理各个航点区域，\n每个区域的异化因子也会有所不同。","另外，每7天我们就需要重新清理各个航点区域，\n每个区域的异化因子也会有所不同。",O
,"36007","JAP","이 외에도 고정항로에서 발견할 수 있는 곤경에 처한 우군의 유형은 항상 일정하다.\n하지만 알 수 없는 항행의 곤경에 빠진 우군은 그때마다 달라진다.","除此之外，固定航点中能发现的受困友军类型总是固定的，\n但未知航点中的受困友军则每次都会改变。","除此之外，固定航点中能发现的受困友军类型总是固定的，\n但未知航点中的受困友军则每次都会改变。","除此之外，固定航点中能发现的受困友军类型总是固定的，\n但未知航点中的受困友军则每次都会改变。",O
,"36008","JAP","이상, 이화항로에 대한 정보는 설명이 완료되었습니다.\n지휘관에게 오염 상황을 빨리 처리해 달라고 부탁하다.","以上，关于异化航点的信息就说明完毕了，\n请指挥官尽快处理污染情况。","以上，关于异化航点的信息就说明完毕了，\n请指挥官尽快处理污染情况。","以上，关于异化航点的信息就说明完毕了，\n请指挥官尽快处理污染情况。",O
,"37001","JAP","지휘관님, 부대의 실전 능력을 향상시키기 위해\n연습장을 소개해 드리겠습니다.","指挥官，为了提升部队的实战能力，\n我将为您介绍演习场。","指挥官，为了提升部队的实战能力，\n我将为您介绍演习场。","指挥官，为了提升部队的实战能力，\n我将为您介绍演习场。",O
,"37002","JAP","연습장에서 다른 플레이어와 대전하여 '포인트'를 획득할 수 있습니다.","在演习场中，您可以和其它玩家对战，赢取“积分”。","在演习场中，您可以和其它玩家对战，赢取“积分”。","在演习场中，您可以和其它玩家对战，赢取“积分”。",O
,"37003","JAP","연습장에서 다른 플레이어와 대전하여 '포인트'를 획득할 수 있습니다.\n포인트는 연습장에서의 단위를 높여줍니다.","在演习场中，您可以和其它玩家对战，赢取“积分”。\n积分可以提升您在演习场的段位。","在演习场中，您可以和其它玩家对战，赢取“积分”。\n积分可以提升您在演习场的段位。","在演习场中，您可以和其它玩家对战，赢取“积分”。\n积分可以提升您在演习场的段位。",O
,"37004","JAP","“군장”은 각종 인센티브를 매장에서 환전하는 데 사용할 수 있다.","“军章”则可以用于在商店中兑换各种奖励。","“军章”则可以用于在商店中兑换各种奖励。","“军章”则可以用于在商店中兑换各种奖励。",O
,"37005","JAP","게이머와 대전하는 것 외에도 훈련장에 있는 AI와 모의 훈련을 할 수 있다.","除了跟玩家对战外，您还可以与演习场中的AI进行模拟训练。","除了跟玩家对战外，您还可以与演习场中的AI进行模拟训练。","除了跟玩家对战外，您还可以与演习场中的AI进行模拟训练。",O
,"37006","JAP","훈련 모드에서는 포인트를 받을 수 없습니다.","在训练模式中，您无法获得积分。","在训练模式中，您无法获得积分。","在训练模式中，您无法获得积分。",O
,"37007","JAP","주의할 점은,\n각 AI는 패싱 후 유지보수에 시간이 걸린다.\n유지보수가 끝나면 다시 해당 AI와 대전할 수 있다.","需要注意的是，\n每个AI在被击败后都需要花一段时间进行维护，\n在维护结束后您可以再次与该AI进行对战。","需要注意的是，\n每个AI在被击败后都需要花一段时间进行维护，\n在维护结束后您可以再次与该AI进行对战。","需要注意的是，\n每个AI在被击败后都需要花一段时间进行维护，\n在维护结束后您可以再次与该AI进行对战。",O
,"37008","JAP","마지막으로 연습장에서 전투에 참여하기 위해서는 수비 배치가 필요하다.","最后，为了在演习场中参与战斗您需要设置防守配置。","最后，为了在演习场中参与战斗您需要设置防守配置。","最后，为了在演习场中参与战斗您需要设置防守配置。",O
,"37009","JAP","다른 플레이어가 도전하면 설정한 수비 팀이 자동으로 응답합니다.\n수비에 실패하면 포인트가 내려갈 수 있다는 점을 주의하세요.","其它玩家挑战您时，您配置的防守队伍会自动应战。\n请注意，如果您的防守失败了，您的积分会降低。","其它玩家挑战您时，您配置的防守队伍会自动应战。\n请注意，如果您的防守失败了，您的积分会降低。","其它玩家挑战您时，您配置的防守队伍会自动应战。\n请注意，如果您的防守失败了，您的积分会降低。",O
,"37010","JAP","마지막으로, 자동 AI 설정 기능을 사용할 수 있습니다.\n빠른 줄 설정","最后，您可以使用自动AI设置功能，\n快速配置您的队伍","最后，您可以使用自动AI设置功能，\n快速配置您的队伍","最后，您可以使用自动AI设置功能，\n快速配置您的队伍",O
,"37011","JAP","이상, 연습장에 대한 설명은 여기까지입니다.\n자신의 단위를 높이려고 노력하세요. 더 높은 포인트를 목표로 전진하세요!","以上，关于演习场的说明就到此为止了，\n请您努力提高自身段位，以更高的积分为目标前进吧！","以上，关于演习场的说明就到此为止了，\n请您努力提高自身段位，以更高的积分为目标前进吧！","以上，关于演习场的说明就到此为止了，\n请您努力提高自身段位，以更高的积分为目标前进吧！",O
,"38001","JAP","지휘관님, 여기가 바로 장비합성시스템입니다.\n합성 시스템의 기능에 대해 말씀드리겠습니다.","指挥官，这里就是装备合成系统了，\n下面我来为您讲解一下合成系统的功能。","指挥官，这里就是装备合成系统了，\n下面我来为您讲解一下合成系统的功能。","指挥官，这里就是装备合成系统了，\n下面我来为您讲解一下合成系统的功能。",O
,"38002","JAP","장비합성시스템중\n당신은 하나의 주요 장비와 하나의 소재 장비를 사용하여 합성할 수 있다.","装备合成系统中，\n您可以使用一件主要装备和一件素材装备的进行合成","装备合成系统中，\n您可以使用一件主要装备和一件素材装备的进行合成","装备合成系统中，\n您可以使用一件主要装备和一件素材装备的进行合成",O
,"38003","JAP","합성 후 부속성은 주 장비의 부속성을 완전히 교체하게 됩니다.\n또한 소재 장비가 소모될 수 있습니다.","合成后，次要装备的副属性会完全替换掉主要装备的副属性，\n并且会消耗掉素材装备。","合成后，次要装备的副属性会完全替换掉主要装备的副属性，\n并且会消耗掉素材装备。","合成后，次要装备的副属性会完全替换掉主要装备的副属性，\n并且会消耗掉素材装备。",O
,"38004","JAP","장비 합성 시스템을 많이 활용하여 원하는 장비를 만들어 보세요.","请多多利用装备合成系统，打造您理想的装备吧。","请多多利用装备合成系统，打造您理想的装备吧。","请多多利用装备合成系统，打造您理想的装备吧。",O
,"39001","JAP","지휘관님, 혹시 눈치채셨는지 모르겠습니다.\n방금 한 명의 전희가 공격하자 다른 한 명의 전희도 공격했다.\n이것이 원호 공격이다.","指挥官，不知您是否有注意到，\n刚刚一名战姬攻击后，有另一位战姬也进行了攻击，\n这就是援护攻击。","指挥官，不知您是否有注意到，\n刚刚一名战姬攻击后，有另一位战姬也进行了攻击，\n这就是援护攻击。","指挥官，不知您是否有注意到，\n刚刚一名战姬攻击后，有另一位战姬也进行了攻击，\n这就是援护攻击。",O
,"39002","JAP","원호공격은 전희(戰姬)가 일반 공격을 감행한 후,\n또 다른 전희(戰姬)가 같은 목표에 대한 일반적인 공격을 촉발할 수도 있다.","“援护攻击”就是在任意战姬进行普通攻击行动后，\n都有可能触发另一名战姬对同一个目标进行一次普通攻击行动。","“援护攻击”就是在任意战姬进行普通攻击行动后，\n都有可能触发另一名战姬对同一个目标进行一次普通攻击行动。","“援护攻击”就是在任意战姬进行普通攻击行动后，\n都有可能触发另一名战姬对同一个目标进行一次普通攻击行动。",O
,"39003","JAP","당신은 나중에 전희 속성 인터페이스에서 각 전희가 원호 공격을 할 확률을 확인할 수 있다.","您可以之后在战姬属性界面查看到各个战姬进行援护攻击的概率","您可以之后在战姬属性界面查看到各个战姬进行援护攻击的概率","您可以之后在战姬属性界面查看到各个战姬进行援护攻击的概率",O
,"39004","JAP","원호 공격에 대한 설명은 여기까지로 끝났으니, 계속 싸워 주십시오.","关于援护攻击的讲解到此为止，请您继续战斗吧","关于援护攻击的讲解到此为止，请您继续战斗吧","关于援护攻击的讲解到此为止，请您继续战斗吧",O
,"40001","JAP","지휘관님, 전희(戰姬)의 의지(義地) 배이(配異)반응이 감지되었습니다.\n의지 배이 반응에 대한 내용을 설명하겠습니다.","指挥官，检测到有战姬即将发生义肢排异反应，\n我将说明一下有关义肢排异反应的内容。","指挥官，检测到有战姬即将发生义肢排异反应，\n我将说明一下有关义肢排异反应的内容。","指挥官，检测到有战姬即将发生义肢排异反应，\n我将说明一下有关义肢排异反应的内容。",O
,"40002","JAP","전희들은 한 고비에서 일정 라운드의 전투를 치른 후,\n의지 배이반응이 일어나 전희의 속성이 크게 떨어진다.","战姬们在一个关卡中进行一定回合的战斗后，\n会发生义肢排异反应，导致战姬的属性大幅下降。","战姬们在一个关卡中进行一定回合的战斗后，\n会发生义肢排异反应，导致战姬的属性大幅下降。","战姬们在一个关卡中进行一定回合的战斗后，\n会发生义肢排异反应，导致战姬的属性大幅下降。",O
,"40003","JAP","전희의 배이반응 라운드 수는 이들의 의지화율과 관련이 있다.\n의지화율이 높은 전희일수록 배이반응이 일찍 일어난다.","战姬发生排异反应的回合数与她们的义肢化率有关，\n义肢化率越高的战姬，越早发生排异反应。","战姬发生排异反应的回合数与她们的义肢化率有关，\n义肢化率越高的战姬，越早发生排异反应。","战姬发生排异反应的回合数与她们的义肢化率有关，\n义肢化率越高的战姬，越早发生排异反应。",O
,"40004","JAP","전투 중에 전희의 배이반응이 일어날 때,\n경계면에 경고 메시지가 나타날 것이다.","在战斗中，当战姬即将发生排异反应时，\n界面中会出现警示信息。","在战斗中，当战姬即将发生排异反应时，\n界面中会出现警示信息。","在战斗中，当战姬即将发生排异反应时，\n界面中会出现警示信息。",O
,"40005","JAP","따라서 전투시간을 합리적으로 계획해 전희에 이상이 없도록 하십시오.","所以请合理规划战斗时间，避免战姬出现异常状态。","所以请合理规划战斗时间，避免战姬出现异常状态。","所以请合理规划战斗时间，避免战姬出现异常状态。",O
,"41001","JAP","지휘관, 여기가 바로 전희의 데이터링크 시스템입니다.\n제가 데이터 체인 시스템 기능을 설명해 드릴게요!","指挥官，这里就是战姬的数据链系统了，\n我来为您讲解一下数据链系统功能吧！","指挥官，这里就是战姬的数据链系统了，\n我来为您讲解一下数据链系统功能吧！","指挥官，这里就是战姬的数据链系统了，\n我来为您讲解一下数据链系统功能吧！",O
,"41002","JAP","여기서 당신은 같은 종류의 전투희비를 소모할 수 있습니다.\n목표의 전희를 강화한 RANK.","在这里，您可以消耗同型号战姬，\n强化目标战姬的RANK。","在这里，您可以消耗同型号战姬，\n强化目标战姬的RANK。","在这里，您可以消耗同型号战姬，\n强化目标战姬的RANK。",O
,"41003","JAP","매번 랭크가 강화되면 타깃 전희는 속성이 향상된다.\n전희에 따라 얻을 수 있는 속성이 달라진다.","每次RANK强化后，目标战姬都会获得属性提升，\n不同的战姬所能获得的属性会有所不同。","每次RANK强化后，目标战姬都会获得属性提升，\n不同的战姬所能获得的属性会有所不同。","每次RANK强化后，目标战姬都会获得属性提升，\n不同的战姬所能获得的属性会有所不同。",O
,"41004","JAP","이후 같은 모델의 전희를 얻었다면 RANK 강화를 시도해 보십시오.","之后如果获得了同型号战姬，请记得尝试强化RANK。","之后如果获得了同型号战姬，请记得尝试强化RANK。","之后如果获得了同型号战姬，请记得尝试强化RANK。",O
,"42001","JAP","지휘관, 각 전투의 거슬러 올라가…. 어려운 모드가 열려 있다고 해도 과언이 아닙니다.\n챕터 선택 인터페이스에서 어려운 모드를 전환하여 더욱 험난한 전장을 경험할 수 있다.","指挥官，各个战役的回溯……也可以说是困难模式已经为您开启了，\n您可以在章节选择界面中切换困难模式体验更加凶险的战场。","指挥官，各个战役的回溯……也可以说是困难模式已经为您开启了，\n您可以在章节选择界面中切换困难模式体验更加凶险的战场。","指挥官，各个战役的回溯……也可以说是困难模式已经为您开启了，\n您可以在章节选择界面中切换困难模式体验更加凶险的战场。",O
,"42002","JAP","어려운 모드에서는 전희 기능 업그레이드를 위한 증표와 중급 디코딩 칩, 함대 시설 업그레이드를 위한 은화 원화를 얻을 수 있다.\n함대 증강을 목표로 한다면 부디 적극적으로 참여해 주십시오.","在困难模式中，您可以获得用于战姬技能升级的信物和中级解码芯片，以及用于舰队设施升级的白银圆币。\n如果以壮大舰队为目标的话，请您务必积极参与哦。","在困难模式中，您可以获得用于战姬技能升级的信物和中级解码芯片，以及用于舰队设施升级的白银圆币。\n如果以壮大舰队为目标的话，请您务必积极参与哦。","在困难模式中，您可以获得用于战姬技能升级的信物和中级解码芯片，以及用于舰队设施升级的白银圆币。\n如果以壮大舰队为目标的话，请您务必积极参与哦。",O
,"43001","JAP","지휘관, 동맹 시스템이 개방되었으니 따라오십시오.","指挥官，同盟系统开放了，请跟我来","指挥官，同盟系统开放了，请跟我来","指挥官，同盟系统开放了，请跟我来",O
,"43002","JAP","동맹은 플레이어들끼리 조직된 조직으로, 당신은 그 안에서 다른 플레이어들과 동맹을 건설하고 서로 도울 수 있으며, 미래에는 함께 싸울 수도 있다.","同盟是玩家之间组成的组织，您可以在其中和其他玩家一起建设同盟并互相帮助，未来还可以一起作战","同盟是玩家之间组成的组织，您可以在其中和其他玩家一起建设同盟并互相帮助，未来还可以一起作战","同盟是玩家之间组成的组织，您可以在其中和其他玩家一起建设同盟并互相帮助，未来还可以一起作战",O
,"43003","JAP","동맹 목록에서 가입하고 싶은 동맹을 선택할 수도 있고, 동맹 이름을 검색하는 방식으로 지정 동맹에 가입할 수도 있다.","您可以在同盟列表中选择想要加入的同盟，也可以通过搜索同盟名字的方式加入指定同盟。","您可以在同盟列表中选择想要加入的同盟，也可以通过搜索同盟名字的方式加入指定同盟。","您可以在同盟列表中选择想要加入的同盟，也可以通过搜索同盟名字的方式加入指定同盟。",O
