Confirmed, Source, KOR, HelpId
,"军备舰将根据补给舰等级与储存时间，生产出能够强化AG等级的经验【猫球】","군비함은 보급함 등급과 저장 기간에 따라 AG 등급을 강화할 수 있는 경험(캣볼)을 생산한다.","101002"
,"军备舰是指挥官重要的资源获取地点","군비함은 지휘관의 중요한 자원 획득 지점이다.","101002"
,"军备舰的等级越高，所产生的经验量就越高。随着升级次数的提升，升级时间与消耗的材料也会增加；当猫球数量达到上限时，将暂停生产，指挥官不要忘记及时收取哦。","군비함의 등급이 높을수록 경험량은 높아진다.업그레이드 횟수가 올라갈수록 업그레이드 시간과 소모되는 재료가 늘어나며 캣볼의 수가 상한선이 되면 생산을 중단할 테니 지휘관은 즉시 받는 것을 잊지 말아야 한다.","101002"
,"升级与收取：进入军备舰，点击升级","업그레이드 및 수령: 군비함 입항, 클릭 업그레이드","101002"
,"升级与收取：进入补给舰，点击升级","업그레이드 및 획득: 보급함 진입, 업그레이드 클릭","101002"
,"即可消耗材料升级军备舰","바로 재료를 소모하여 군비함을 업그레이드할 수 있다.","101002"
,"即可消耗材料升级补给舰","소모성 재료로 보급함 업그레이드 가능","101002"
,"家园资源","보금자리","101002"
,"当派遣完成时，指挥官可以从派遣界面的下方获取派遣奖励。同时也可召回尚在派遣当中的AG，但无法获得任何奖励。","파견이 완료되면 지휘관은 파견 경계면 아래쪽에서 파견 인센티브를 받을 수 있다.파견 중인 AG도 리콜할 수 있지만 인센티브는 받을 수 없다.","101002"
,"指挥官也可以点击快速部署，AI将会为指挥官自动选择最适合该次派遣的AG。","지휘관도 빠른 배치를 클릭할 수 있고 AI가 지휘관 파견에 최적화된 AG를 자동으로 선택한다.","101002"
,"探索舰","탐색함","101002"
,"每完成一次派遣任务，都可以获得派遣经验，提升派遣等级。派遣等级提升可以解锁更高级的派遣任务。","파견 업무를 수행할 때마다 파견 경험을 인정받아 파견 등급을 높일 수 있다.파견 등급 상향은 보다 고급 파견 임무의 잠금을 해제할 수 있다.","101002"
,"派遣出的AG仍可进行常规作战，但无法放置于母舰当中，放置于母舰的AG也同样无法进行派遣，请指挥官注意。","파견된 AG는 여전히 재래식 작전이 가능하지만 모함에 배치할 수 없고, 모함에 배치한 AG도 마찬가지로 파견이 불가능하므로 지휘관의 주의를 요한다.","101002"
,"点击出发准备即可选择派遣的AG，必须满足必要条件才可进行该任务的派遣，完成加分条件可获得更高额的奖励。","출발 준비를 클릭하면 파견을 선택할 수 있는 AG는 필수 조건이 충족되어야만 파견이 가능하며, 가산점 조건을 완료하면 더 높은 보상을 받을 수 있습니다.","101002"
,"点击派遣区域，即可显示该区域的详细派遣信息。","파견 지역을 클릭하면 해당 지역의 자세한 파견 정보가 표시됩니다.","101002"
,"点击舰队当中的【探索舰】即可进入到派遣界面","함대 안의 [탐색함]을 클릭하면 파견 경계선에 진입할 수 있다.","101002"
,"补给舰","보급함","101002"
,"补给舰将根据补给舰等级与储存时间，生产出一定数量的【资金】","보급함은 보급함의 등급과 저장기간에 따라 일정량[자금]을 생산하게 된다.","101002"
,"补给舰是指挥官重要的资源获取地点","보급함은 지휘관의 중요한 자원 획득 지점이다.","101002"
,"补给舰的等级越高，所产生的资金就越高。随着升级次数的提升，升级时间与消耗的材料也会增加；当资金储存达到上限时，将暂停生产，指挥官不要忘记及时收取哦。","보급함의 등급이 높을수록 발생하는 자금은 높아진다.업그레이드 횟수가 올라갈수록 업그레이드 시간과 소모되는 자재도 늘어나게 되고, 재원이 한계에 도달하면 생산을 중단할 테니 지휘관은 제때 받는 것을 잊지 말아야 한다.","101002"
,"随着指挥官主线作战进度的提升，派遣可前往的区域以及可同时派遣的队伍也会提升。","지휘관 본선의 작전 진척도가 높아짐에 따라 파견 가능 구역과 동시 파견 가능 대열도 향상된다.","101002"
,"右侧放入素材装备","오른쪽에 소재 장비 넣기","101003"
,"在家园当中的科研舰中，可以进行装备与装备的合成，能够将素材装备的副属性替换至主要装备当中。","집안에 있는 연구함에서 장비와 장비의 합성이 가능해 소재 장비의 부속성을 주요 장비로 교체할 수 있다.","101003"
,"在左侧放入主要装备","왼쪽에 메인 장비를 넣고","101003"
,"在经过合成后，素材装备将会失，且装备强化等级会维持主要装备的强化等级。","합성을 거치면 소재 장비가 상실되고 장비 강화 등급은 주요 장비의 강화 등급을 유지하게 된다.","101003"
,"消耗一定数量的资金后，主要装备的副属性将会完全替换为素材装备的副属性，套装效果不会转移。","일정 금액을 소비하면 주 장비의 부속성이 소재 장비의 부속성으로 완전히 바뀌어 세트 효과가 전이되지 않는다.","101003"
,"科研舰","과학 연구함","101003"
,"若主要装备的副属性词条数量高于素材装备，在经过合成后词条数量会变为与素材装备一致，请慎重操作。","주 장비의 부속성 표제어 수가 소재 장비보다 많을 경우 합성을 거친 후 표제어 수가 소재 장비와 일치하게 되므로 신중하게 조작하시기 바랍니다.","101003"
,"装备合成","장비합성","101003"
,"限时活动","한시적 활동","101100"
,"【限时活动】当中完成活动关卡一定进度后，将开启限时BOSS挑战","[한시적 이벤트]에서 일정 진도가 끝나면 한시적 보스 챌린지가 시작됩니다.","101101"
,"【限时活动】是仅在开放时间内能够进入的玩法，当不处于【限时活动】开放时间时，活动将关闭无法进入。","[한시적 이벤트]는 오픈 시간에만 들어갈 수 있는 플레이로, 오픈 시간이 아닌 경우 활동이 종료되어 들어가지 않습니다.","101101"
,"也可以通过作战当中的限时活动分类进入活动。","작전 중 한시적 활동 구분을 통해서도 활동에 들어갈 수 있다.","101101"
,"可以点击主界面右下方限时活动入口进入【限时活动】","메인 화면 오른쪽 아래 시간제한 이벤트 입구를 클릭하시면 됩니다 [시간제한 이벤트]","101101"
,"同时完成活动关卡将会解锁可用于主界面的CG与图鉴收藏，活动关闭后将暂时无法再次获取，请指挥官不要错过哦。","주 인터페이스의 CG와 도감 모음에 사용할 수 있는 이벤트 세션을 해제합니다. 이벤트가 종료되면 다시 가져올 수 없습니다. 지휘관은 놓치지 마십시오.","101101"
,"在【限时活动】当中，将会有独立于主线的支线剧情与活动关卡","[한시적 활동]에는 메인 라인에서 독립된 지선과 활동 관문이 있다.","101101"
,"完成不同难度BOSS挑战，可以获得活动代币与其他奖励","난이도가 다른 보스 도전을 완료하면 이벤트 토큰과 기타 보상을 받을 수 있습니다.","101101"
,"完成活动关卡将会掉落相应代币，代币可以在活动商店兑换奖励。","이벤트 관문을 완료하면 해당 토큰이 떨어지며, 토큰은 이벤트 스토어에서 보상으로 교환할 수 있다.","101101"
,"活动关卡","활동 관문","101101"
,"活动玩法","액티비티","101101"
,"限时BOSS挑战将会随着活动的结束而关闭，请指挥官不要错过哦。","시한부 보스 도전은 행사 종료와 함께 닫힐 것이니 지휘관은 놓치지 마십시오.","101101"
,"BOSS挑战","보스 챌린지","101101"
,"同盟","동맹","101200"
,"【同盟】是指挥官与其他玩家之间交流互动的平台","[동맹] 지휘관과 다른 플레이어 간의 커뮤니케이션의 장이다.","101201"
,"同盟建设","동맹 건설","101201"
,"同盟的经验值满后将会自动进行升级，高等级的同盟可以容纳更多的同盟成员。","동맹의 경험치가 끝나면 자동으로 승격이 이뤄지며 높은 등급의 동맹은 더 많은 동맹원을 수용할 수 있다.","101201"
,"同盟长也可以在同盟信息界面管理成员，邀请玩家加入，或者将成员移出同盟。","동맹장도 동맹 정보 인터페이스에서 구성원을 관리하고, 게이머를 초대하거나, 동맹에서 탈퇴할 수 있다.","101201"
,"在师团建设中，同盟成员可以捐献对应道具获得奖励，同时提升同盟的经验值。","사단 건설에서 동맹원들은 대응도구를 헌납해 인센티브를 받는 한편 동맹의 경험치를 높일 수 있다.","101201"
,"在规定时间内达到请求目标，申请人即可获得道具；没有达到请求目标则失败。","정해진 시간 내에 요청목표를 달성하면 신청자가 아이템을 획득할 수 있으며, 요청목표를 달성하지 못하면 실패합니다.","101201"
,"在道具支援当中，指挥官可以发起支援请求，其他公会成员可以捐献道具。","소품 지원 중 지휘관은 지원 요청을 할 수 있고 다른 공회원은 소품을 기부할 수 있다.","101201"
,"当指挥官达到指定条件时，即可解锁同盟功能，可以选择创建或加入同盟","지휘관이 지정된 조건에 도달했을 때, 동맹 기능을 해제할 수 있으며, 동맹을 만들거나 가입할 수 있다.","101201"
,"进入同盟信息，可以确认该同盟内成员的基本信息以及贡献。","동맹 정보에 들어가면 그 동맹 내 구성원의 기본 정보와 기여를 확인할 수 있다.","101201"
,"进入同盟后，指挥官可以在同盟主页确认同盟的基本信息，以及确认同盟相关的活动。","동맹에 들어가면 지휘관은 동맹 홈페이지에서 동맹의 기본 정보와 동맹 관련 활동을 확인할 수 있다.","101201"
,"进入同盟建设，共分为师团建设以及道具支援","동맹 건설에 들어가면, 사단 건설과 소품 지원으로 나뉜다.","101201"
,"【同盟】的签到率达到一定程度时，所有同盟成员都可获得签到率奖励。","【동맹】의 출석률이 어느 정도 도달하면 모든 동맹원이 출석률에 대한 보상을 받을 수 있다.","101202"
,"同盟奖励","동맹포상","101202"
,"每日首次进入【同盟】，即可获得同盟的签到奖励","매일 처음 [동맹]에 들어가면, 동맹의 서명 인센티브를 받을 수 있다.","101202"
,"消耗同盟磁卡，即可在同盟补给当中兑换奖励","동맹 카드 소모, 동맹 보급에서 인센티브 교환 가능","101202"
,"进入【同盟】当中的每周任务，完成任务可以获得用于在补给当中兑换稀有道具的【同盟磁卡】","【동맹】에서 매주 임무에 들어가서 임무를 수행하면 보급에서 희귀도구로 교환할 수 있는 【동맹카드】를 획득할 수 있다.","101202"
,"，同时同盟磁卡也可以在同盟建设当中获得。","동맹 카드도 동맹 건설에서 얻을 수 있다.","101202"
,"同盟推演","동맹추연","101203"
,"演习","연습하다","101300"
,"【演习】是指挥官与其他玩家进行模拟战斗的系统。指挥官可以从主界面进入","[훈련]지휘관이 다른 플레이어와 모의 전투를 벌이는 시스템이다.지휘관은 주 경계면에서 들어갈 수 있다.","101301"
,"在实战模式当中，指挥官将与其他玩家所设置的防守阵容作战，战斗结果将会使段位积分产生变化，并获得军章奖励","실전 모드에서 지휘관은 다른 플레이어가 설정한 수비진과 싸우게 되며, 전투 결과에 따라 세그먼트 포인트가 달라지며, 스탬프 보상을 받게 된다.","101301"
,"在实战模式当中，防守成功与失败也会对段位积分造成影响，具体规则如下","실전 모드에서 수비의 성공과 실패도 세그먼트 포인트에 영향을 미칠 수 있는데, 세부 규칙은 다음과 같다.","101301"
,"在训练模式当中，指挥官将与AI所设立的虚拟人物对战","훈련 모드에서 지휘관은 AI가 만든 가상 인물과 대전하게 된다.","101301"
,"在赛季结算时，将根据赛季积分所处的排名发放荣誉奖励，并重置赛季积分。","시즌 정산 시 시즌 포인트에 따른 순위에 따른 명예 보너스를 지급하고 시즌 포인트를 리셋한다.","101301"
,"在防守失败的战斗记录中，指挥官可以发起复仇战","수비 실패의 전투 기록에서 지휘관은 복수전을 벌일 수 있다.","101301"
,"复仇战胜利将会获得相较于普通战斗更多的积分与军章奖励，但失败也会扣除积分，请指挥官多多利用。","복수전 승리는 일반 전투보다 승점과 계급장을 더 많이 받지만 패배 시 승점이 차감되니 지휘관들이 많이 활용해 달라.","101301"
,"实战模式的具体规则如下","실전 모드의 구체적인 규칙은 다음과 같다.","101301"
,"当战斗连胜时，将会随着连胜场数增加，获得额外奖励，具体规则如下","전투 연승 시 연승 수가 증가함에 따라 추가 보상을 받게 되는데, 구체적인 규칙은 다음과 같다.","101301"
,"当指挥官手动刷新演习对手时，连胜将会中断，请指挥官注意。","지휘관이 훈련 상대를 수동으로 경신할 때 연승은 중단되므로 지휘관의 주의를 당부한다.","101301"
,"战斗失败将会扣除段位积分与少量军章奖励。段位越高，失败所扣除的积分就越多，但获得的军章数量会增加","전투에서 패하면 단위 포인트와 적은 양의 군장 보상이 차감된다.단위가 높을수록 실패할수록 공제되는 포인트는 증가하지만 획득되는 군장의 수는 증가한다.","101301"
,"战斗胜利将会获得段位积分与军章奖励。段位越高，胜利所能获得积分就越少，但获得的军章数量会增加","전투에서 승리하면 단위 승점과 계급장을 받는다.단위가 높을수록 승리할 수 있는 승점은 감소하지만 획득되는 군장의 수는 증가한다.","101301"
,"指挥官可以消耗演习军章，在军章兑换中兑换稀有奖励","지휘관은 훈련 도장을 소모하여, 도장과 교환에서 희귀한 인센티브로 바꿀 수 있다.","101301"
,"段位积分可通过演习当中的实战模式获得","단위 포인트는 연습 중 실전 모드로 획득할 수 있습니다","101301"
,"每周演戏段位结算时，将根据指挥官的所处段位发放奖励","매주 연극 단위를 결산할 때 지휘관의 단위에 따라 상금을 지급한다.","101301"
,"每当赛季积分结算时，将根据指挥官的赛季排名发放奖励","시즌 승점 정산 때마다 지휘관 시즌 순위에 따라 인센티브를 지급하겠다고 말했다.","101301"
,"演习","연습하다","101301"
,"演习奖励","훈련 장려","101301"
,"演习战斗","전투를 연습하다.","101301"
,"演习战斗共分为实战模式与训练模式","연습 전투는 모두 실전 모드와 훈련 모드로 나뉜다.","101301"
,"演习赛季","연습 시즌","101301"
,"演习赛季共包含两种积分：段位积分与赛季积分","연습 시즌에는 총 두 가지 승점이 포함되어 있다.","101301"
,"训练模式战斗同样会消耗挑战次数，无论战斗胜利或失败，都不会对段位积分有任何影响，但会获得军章奖励。","훈련 모드 전투 역시 도전 횟수가 소모돼 전투 승리나 패배에 관계없이 승점에는 아무런 영향을 주지 않지만, 군장(軍章)을 받는다.","101301"
,"训练模式所设立的AI难度不同，难度越高，所获得的军章就越多，同一AI短时间内仅能挑战一次。","훈련 모드로 설정된 AI는 난이도가 다르고 난이도가 높을수록 획득되는 군도장이 많아져 같은 AI는 단시간에 한 번만 도전할 수 있다.","101301"
,"赛季积分可通过每周的段位结算转化为赛季积分","시즌 포인트는 매주 세그먼트 정산을 통해 시즌 포인트로 바꿀 수 있다","101301"
,"连胜场数大于12时，战斗胜利所能获得积分额外加3，军章奖励额外加3","연승수가 12 이상인 경우, 전투 승리 시 승점 추가 3을 얻을 수 있고, 군장 보상 추가 3을 얻을 수 있다.","101301"
,"连胜场数大于4时，战斗胜利所能获得积分额外加1，军章奖励额外加1","연승이 4 이상인 경우, 전투 승리 시 승점 추가 1을 획득하고, 계급장 추가 1을 추가한다.","101301"
,"连胜场数大于8时，战斗胜利所能获得积分额外加2，军章奖励额外加2","연승수가 8 이상인 경우, 전투 승리 시 승점 추가 2를 얻을 수 있고, 군장 보너스 추가 2를 얻을 수 있다.","101301"
,"防守失败将会扣除段位积分。段位越高，失败所扣除的积分就越多","수비 실패 시 세그먼트 포인트가 차감된다.단위가 높을수록, 실패할수록 공제되는 포인트가 증가한다.","101301"
,"防守胜利将会获得段位积分。段位越高，胜利所能获的积分就越少","수비에서 승리하면 세그먼트 승점이 주어진다.단위가 높을수록 승리할 수 있는 승점이 줄어든다.","101301"
,"tips：段位积分不受赛季重置影响","팁스: 세그먼트 포인트는 시즌 리셋에 영향을 받지 않음","101301"
,"效果判定","효과판정","104002"
,"无论是AG还是傀儡，当攻击技能有额外的对敌负面效果时，大部分都需要按照以下几率判定效果是否生效。","AG든 괴뢰든 공격기능에 추가적인 대적부정효과가 있을 경우 대부분 다음과 같은 확률로 효과여부를 판정해야 한다.","104002"
,"1.攻击类技能首先会判定该次技能是否被敌方偏斜，若该次攻击触发偏斜，则技能附加效果不会生效。","1. 공격 스킬은 먼저 해당 스킬이 적의 스큐에 의한 스큐인지 아닌지를 판정하며, 이 공격이 스큐를 유발하면 스킬 부가 효과가 나타나지 않습니다.","104002"
,"2.在描述效果当中有效果发动几率的技能，需要先按照发动几率来判定是否生效。若没有造成任何效果，则不会有任何文字提示。","2. 효과 중 효과적 발동 확률을 기술하는 기능은 먼저 발동 확률에 따라 발동 여부를 판정한다.아무런 효과가 없다면 아무런 문자도 제시되지 않습니다.","104002"
,"3.若判定技能将会产生效果，将会以技能或状态效果命中的几率来判定技能效果是否发动。","3. 스킬이 효과가 있다고 판정하면 스킬이나 상태의 효과가 적중할 확률로 스킬의 작동 여부를 판정한다.","104002"
,"4.如果一个技能带有多个负面效果，每个效果都将单独计算效果抵抗率，来判定是否命中。","4. 한 스킬에 여러 개의 부정적인 효과가 있는 경우 각 스킬마다 효과 저항률을 따로 계산하여 적중 여부를 판정한다.","104002"
,"<color=#FF0000>但在战斗中，所有单位都将拥有固定的效果抵抗，无论最后的效果命中率达到多少，都不会超过87%。</color>","<color=#FF0000>그러나 전투에서는 모든 단위가 일정한 효과 저항을 갖게 돼 마지막 효과 적중률이 아무리 높아도 87%를 넘지 않는다.</color>","104002"
